seq_id,feature_type,start,end,strand,geneid,locus_tag,gene,protein_id,product,normalized_label,normalized_quality,go_terms,go_bp,go_mf,go_cc,goslim_terms
NP_418200.1,CDS,3927155,3928147,+,948258,b3744,asnA,NP_418200.1,asparagine synthetase A,synthase,low,GO:0000166;GO:0004071;GO:0005524;GO:0005737;GO:0005829;GO:0006974;GO:0008652;GO:0016874;GO:0042802;GO:0042803;GO:0070981,GO:0006974;GO:0008652;GO:0070981,GO:0000166;GO:0004071;GO:0005524;GO:0016874;GO:0042802;GO:0042803,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016874
YP_026243.1,CDS,3928152,3929603,-,948257,b3745,viaA,YP_026243.1,protein ViaA,other,low,GO:0005515;GO:0005737;GO:0005829;GO:0005886;GO:0016020,,GO:0005515,GO:0005737;GO:0005829;GO:0005886;GO:0016020,GO:0005829;GO:0005886
NP_418202.4,CDS,3929597,3931093,-,948256,b3746,ravA,NP_418202.4,regulatory ATPase RavA,atpase,medium,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0016787;GO:0016887;GO:0042802,,GO:0000166;GO:0005515;GO:0005524;GO:0016787;GO:0016887;GO:0042802,GO:0005737;GO:0005829;GO:0005886,GO:0003824;GO:0005829;GO:0005886;GO:0016787;GO:0140657
YP_026244.1,CDS,3931316,3933184,+,948255,b3747,kup,YP_026244.1,K(+):H(+) symporter Kup,transporter,medium,GO:0005886;GO:0006811;GO:0006813;GO:0015079;GO:0015293;GO:0015387;GO:0016020;GO:0071278;GO:0071805,GO:0006811;GO:0006813;GO:0071278;GO:0071805,GO:0015079;GO:0015293;GO:0015387,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418204.2,CDS,3933351,3933770,+,948267,b3748,rbsD,NP_418204.2,D-ribose pyranase,other,low,GO:0005737;GO:0005829;GO:0005996;GO:0016853;GO:0016866;GO:0016872;GO:0019303;GO:0042802;GO:0048029;GO:0062193,GO:0005996;GO:0019303,GO:0016853;GO:0016866;GO:0016872;GO:0042802;GO:0048029;GO:0062193,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016853
NP_418205.1,CDS,3933778,3935283,+,948264,b3749,rbsA,NP_418205.1,ribose ABC transporter ATP binding subunit,abc_transporter,high,GO:0000166;GO:0005515;GO:0005524;GO:0005886;GO:0015147;GO:0015407;GO:0015591;GO:0015611;GO:0015749;GO:0015751;GO:0015752;GO:0016020;GO:0016887;GO:0043190;GO:0055052,GO:0015749;GO:0015751;GO:0015752,GO:0000166;GO:0005515;GO:0005524;GO:0015147;GO:0015407;GO:0015591;GO:0015611;GO:0016887,GO:0005886;GO:0016020;GO:0043190;GO:0055052,GO:0003824;GO:0005215;GO:0005886;GO:0016787;GO:0055085;GO:0140657
NP_418206.1,CDS,3935288,3936253,+,948262,b3750,rbsC,NP_418206.1,ribose ABC transporter membrane subunit,abc_transporter,high,GO:0005515;GO:0005886;GO:0015591;GO:0015752;GO:0016020;GO:0022857;GO:0043190;GO:0055052;GO:0055085,GO:0015752;GO:0055085,GO:0005515;GO:0015591;GO:0022857,GO:0005886;GO:0016020;GO:0043190;GO:0055052,GO:0005215;GO:0005886;GO:0055085
NP_418207.1,CDS,3936278,3937168,+,948261,b3751,rbsB,NP_418207.1,ribose ABC transporter periplasmic binding protein,abc_transporter,high,GO:0005515;GO:0006935;GO:0015752;GO:0016020;GO:0030246;GO:0030288;GO:0042597;GO:0048029;GO:0050918;GO:0055052;GO:0055085,GO:0006935;GO:0015752;GO:0050918;GO:0055085,GO:0005515;GO:0030246;GO:0048029,GO:0016020;GO:0030288;GO:0042597;GO:0055052,GO:0005886;GO:0055085
NP_418208.1,CDS,3937294,3938223,+,948260,b3752,rbsK,NP_418208.1,ribokinase,kinase,medium,GO:0000166;GO:0004747;GO:0005524;GO:0005737;GO:0005829;GO:0006014;GO:0016301;GO:0016740;GO:0019303;GO:0042803;GO:0044281;GO:0046835;GO:0046872,GO:0006014;GO:0019303;GO:0044281;GO:0046835,GO:0000166;GO:0004747;GO:0005524;GO:0016301;GO:0016740;GO:0042803;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016740
NP_418209.1,CDS,3938227,3939219,+,948266,b3753,rbsR,NP_418209.1,DNA-binding transcriptional dual regulator RbsR,dna_binding,medium,GO:0000976;GO:0000987;GO:0001216;GO:0003677;GO:0003700;GO:0005515;GO:0006355;GO:0045893,GO:0006355;GO:0045893,GO:0000976;GO:0000987;GO:0001216;GO:0003677;GO:0003700;GO:0005515,,GO:0003677;GO:0006355;GO:0140110
NP_418210.1,CDS,3939185,3940612,-,948265,b3754,hsrA,NP_418210.1,putative transporter HsrA,low_info,low,GO:0005886;GO:0016020;GO:0022857;GO:0055085,GO:0055085,GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
YP_026245.1,CDS,3940635,3941327,-,948263,b3755,yieP,YP_026245.1,DNA-binding transcriptional regulator YieP,transcriptional_regulator,high,GO:0000987;GO:0003677;GO:0003700;GO:0005829;GO:0006355,GO:0006355,GO:0000987;GO:0003677;GO:0003700,GO:0005829,GO:0003677;GO:0005829;GO:0006355;GO:0140110
NP_418213.1,CDS,3948086,3948424,+,948274,b3764,maoP,NP_418213.1,macrodomain Ori protein,other,low,GO:0005829;GO:0007059;GO:0044010;GO:0051276,GO:0007059;GO:0044010;GO:0051276,,GO:0005829,GO:0005829;GO:0007059
NP_418214.2,CDS,3948449,3949969,-,948282,b3765,yifB,NP_418214.2,putative magnesium chelatase YifB,low_info,low,GO:0004176;GO:0005524,,GO:0004176;GO:0005524,,GO:0003824;GO:0016787;GO:0140096;GO:0140657
NP_418215.1,CDS,3950322,3950420,+,948283,b3766,ilvL,NP_418215.1,ilvXGMEDA operon leader peptide,other,low,GO:0008652;GO:0009082;GO:0031555,GO:0008652;GO:0009082;GO:0031555,,,GO:0006355;GO:0006520
NP_418217.1,CDS,3952201,3952464,+,948279,b3769,ilvM,NP_418217.1,acetolactate synthase II subunit IlvM,synthase,low,GO:0003984;GO:0005515;GO:0005948;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016740,GO:0008652;GO:0009082;GO:0009097;GO:0009099,GO:0003984;GO:0005515;GO:0016740,GO:0005948,GO:0003824;GO:0006520;GO:0016740
YP_026247.1,CDS,3952484,3953413,+,948278,b3770,ilvE,YP_026247.1,branched-chain-amino-acid aminotransferase,transferase,low,GO:0003824;GO:0004084;GO:0005829;GO:0006532;GO:0008483;GO:0008652;GO:0009081;GO:0009082;GO:0009097;GO:0009098;GO:0009099;GO:0016740;GO:0042802;GO:0046394;GO:0052654;GO:0052655;GO:0052656,GO:0006532;GO:0008652;GO:0009081;GO:0009082;GO:0009097;GO:0009098;GO:0009099;GO:0046394,GO:0003824;GO:0004084;GO:0008483;GO:0016740;GO:0042802;GO:0052654;GO:0052655;GO:0052656,GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016740
YP_026248.1,CDS,3953478,3955328,+,948277,b3771,ilvD,YP_026248.1,dihydroxy-acid dehydratase,other,low,GO:0000287;GO:0003824;GO:0004160;GO:0005829;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016829;GO:0016836;GO:0046872;GO:0051536;GO:0051537;GO:0051539,GO:0008652;GO:0009082;GO:0009097;GO:0009099,GO:0000287;GO:0003824;GO:0004160;GO:0016829;GO:0016836;GO:0046872;GO:0051536;GO:0051537;GO:0051539,GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016829
NP_418220.1,CDS,3955331,3956875,+,948287,b3772,ilvA,NP_418220.1,threonine deaminase,other,low,GO:0003824;GO:0004794;GO:0006520;GO:0006566;GO:0008652;GO:0009082;GO:0009097;GO:0016597;GO:0016829;GO:0030170,GO:0006520;GO:0006566;GO:0008652;GO:0009082;GO:0009097,GO:0003824;GO:0004794;GO:0016597;GO:0016829;GO:0030170,,GO:0003824;GO:0006520;GO:0016829
NP_418221.1,CDS,3956927,3957820,-,948284,b3773,ilvY,NP_418221.1,DNA-binding transcriptional dual regulator IlvY,dna_binding,medium,GO:0000976;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:0008652;GO:0009082,GO:0006355;GO:0008652;GO:0009082,GO:0000976;GO:0003677;GO:0003700,GO:0005737,GO:0003677;GO:0006355;GO:0006520;GO:0140110
NP_418222.1,CDS,3957970,3959445,+,948286,b3774,ilvC,NP_418222.1,ketol-acid reductoisomerase (NADP(+)),isomerase,low,GO:0000287;GO:0004455;GO:0005737;GO:0005829;GO:0008652;GO:0008677;GO:0009082;GO:0009097;GO:0009099;GO:0015940;GO:0016491;GO:0032991;GO:0042802;GO:0046872;GO:0050661,GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0015940,GO:0000287;GO:0004455;GO:0008677;GO:0016491;GO:0042802;GO:0046872;GO:0050661,GO:0005737;GO:0005829;GO:0032991,GO:0003824;GO:0005829;GO:0006520;GO:0006575;GO:0006766;GO:0016491
NP_418223.1,CDS,3959532,3959813,-,948285,b3775,ppiC,NP_418223.1,peptidyl-prolyl cis-trans isomerase C,isomerase,low,GO:0003755;GO:0005515;GO:0005737;GO:0016853,,GO:0003755;GO:0005515;GO:0016853,GO:0005737,GO:0003824;GO:0016853;GO:0140096
b3777,gene,3960012,3960460,-,2847676,b3777,yifN,,,unknown,low,,,,,
YP_026251.1,CDS,3960677,3962698,+,948292,b3778,rep,YP_026251.1,ATP-dependent DNA helicase Rep,helicase,medium,GO:0000166;GO:0000725;GO:0003677;GO:0003678;GO:0003697;GO:0004386;GO:0005515;GO:0005524;GO:0005829;GO:0006259;GO:0006260;GO:0006269;GO:0009314;GO:0016787;GO:0016853;GO:0016887;GO:0031297;GO:0032991;GO:0042803;GO:0043138;GO:0043600;GO:0044787;GO:1990077;GO:1990160,GO:0000725;GO:0006259;GO:0006260;GO:0006269;GO:0009314;GO:0031297;GO:0044787,GO:0000166;GO:0003677;GO:0003678;GO:0003697;GO:0004386;GO:0005515;GO:0005524;GO:0016787;GO:0016853;GO:0016887;GO:0042803;GO:0043138,GO:0005829;GO:0032991;GO:0043600;GO:1990077;GO:1990160,GO:0003677;GO:0003824;GO:0005694;GO:0005829;GO:0006260;GO:0006281;GO:0006310;GO:0016787;GO:0016853;GO:0043226;GO:0140097;GO:0140657
YP_026252.1,CDS,3962745,3964229,-,948291,b3779,gpp,YP_026252.1,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",phosphatase,medium,GO:0006793;GO:0008894;GO:0015949;GO:0015970;GO:0015974;GO:0016462;GO:0016787;GO:0042594,GO:0006793;GO:0015949;GO:0015970;GO:0015974;GO:0042594,GO:0008894;GO:0016462;GO:0016787,,GO:0003824;GO:0016787;GO:0055086;GO:1901135
NP_418227.1,CDS,3964365,3965630,-,948290,b3780,rhlB,NP_418227.1,ATP-dependent RNA helicase RhlB,helicase,medium,GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006396;GO:0006401;GO:0016020;GO:0016787;GO:0016887;GO:0042803;GO:0097718;GO:1990061,GO:0006396;GO:0006401,GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005515;GO:0005524;GO:0016787;GO:0016887;GO:0042803;GO:0097718,GO:0005737;GO:0005829;GO:0016020;GO:1990061,GO:0003723;GO:0003824;GO:0005829;GO:0016787;GO:0016853;GO:0140098;GO:0140657
NP_418228.2,CDS,3965761,3966090,+,948289,b3781,trxA,NP_418228.2,thioredoxin 1,other,low,GO:0005515;GO:0005737;GO:0005829;GO:0015035;GO:0030337;GO:0045454,GO:0045454,GO:0005515;GO:0015035;GO:0030337,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016491;GO:0098772;GO:0140096
YP_009518827.1,CDS,3966231,3966332,+,948288,b3782,rhoL,YP_009518827.1,rho operon leader peptide,other,low,GO:0031555,GO:0031555,,,GO:0006355
NP_418230.1,CDS,3966417,3967676,+,948297,b3783,rho,NP_418230.1,transcription termination factor Rho,other,low,GO:0000166;GO:0003676;GO:0003723;GO:0004386;GO:0005515;GO:0005524;GO:0005829;GO:0006353;GO:0008186;GO:0016020;GO:0016787;GO:0042802,GO:0006353,GO:0000166;GO:0003676;GO:0003723;GO:0004386;GO:0005515;GO:0005524;GO:0008186;GO:0016787;GO:0042802,GO:0005829;GO:0016020,GO:0003723;GO:0003824;GO:0005829;GO:0006351;GO:0016787;GO:0016853;GO:0140657
NP_418231.1,CDS,3967916,3969019,+,948789,b3784,rfe,NP_418231.1,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,transferase,low,GO:0000287;GO:0005886;GO:0008963;GO:0009103;GO:0009243;GO:0009246;GO:0009276;GO:0016020;GO:0016740;GO:0016757;GO:0016780;GO:0030145;GO:0036380;GO:0042802;GO:0044038;GO:0071555,GO:0009103;GO:0009243;GO:0009246;GO:0044038;GO:0071555,GO:0000287;GO:0008963;GO:0016740;GO:0016757;GO:0016780;GO:0030145;GO:0036380;GO:0042802,GO:0005886;GO:0009276;GO:0016020,GO:0003824;GO:0005618;GO:0005886;GO:0005975;GO:0006629;GO:0016740;GO:0030312;GO:0071554;GO:1901135
NP_418232.2,CDS,3969031,3970077,+,944815,b3785,wzzE,NP_418232.2,enterobacterial common antigen polysaccharide co-polymerase,polymerase,medium,GO:0004713;GO:0005886;GO:0009246;GO:0016020,GO:0009246,GO:0004713,GO:0005886;GO:0016020,GO:0003824;GO:0005886;GO:0005975;GO:0016740;GO:0140096;GO:1901135
YP_026253.1,CDS,3970133,3971263,+,944789,b3786,wecB,YP_026253.1,UDP-N-acetylglucosamine 2-epimerase,other,low,GO:0000271;GO:0003824;GO:0005737;GO:0005829;GO:0008761;GO:0009246;GO:0016853;GO:0042803,GO:0000271;GO:0009246,GO:0003824;GO:0008761;GO:0016853;GO:0042803,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016853;GO:1901135
YP_026254.1,CDS,3971260,3972522,+,948977,b3787,wecC,YP_026254.1,UDP-N-acetyl-D-mannosamine dehydrogenase,dehydrogenase,low,GO:0000271;GO:0005829;GO:0009246;GO:0016491;GO:0016616;GO:0016628;GO:0042803;GO:0051287;GO:0089714,GO:0000271;GO:0009246,GO:0016491;GO:0016616;GO:0016628;GO:0042803;GO:0051287;GO:0089714,GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016491;GO:1901135
YP_026255.1,CDS,3972522,3973589,+,948300,b3788,rffG,YP_026255.1,"dTDP-glucose 4,6-dehydratase 2",other,low,GO:0000271;GO:0008460;GO:0009103;GO:0009225;GO:0009246;GO:0016829;GO:1901137,GO:0000271;GO:0009103;GO:0009225;GO:0009246;GO:1901137,GO:0008460;GO:0016829,,GO:0003824;GO:0005975;GO:0006629;GO:0016829;GO:0055086;GO:1901135
NP_418236.1,CDS,3973608,3974489,+,948299,b3789,rffH,NP_418236.1,glucose-1-phosphate thymidylyltransferase 2,transferase,low,GO:0000271;GO:0000287;GO:0005829;GO:0008879;GO:0009243;GO:0009246;GO:0016740;GO:0016779;GO:0042802;GO:0046872,GO:0000271;GO:0009243;GO:0009246,GO:0000287;GO:0008879;GO:0016740;GO:0016779;GO:0042802;GO:0046872,GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0006629;GO:0016740;GO:1901135
YP_026256.2,CDS,3974467,3975141,+,948298,b3790,rffC,YP_026256.2,RffC,other,low,GO:0008080;GO:0009246;GO:0016740;GO:0016746;GO:0016747,GO:0009246,GO:0008080;GO:0016740;GO:0016746;GO:0016747,,GO:0003824;GO:0005975;GO:0016740;GO:1901135
NP_418238.1,CDS,3975146,3976276,+,948296,b3791,wecE,NP_418238.1,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,other,low,GO:0000271;GO:0009246;GO:0016740;GO:0019180;GO:0030170;GO:0042802,GO:0000271;GO:0009246,GO:0016740;GO:0019180;GO:0030170;GO:0042802,,GO:0003824;GO:0005975;GO:0016740;GO:1901135
NP_418239.1,CDS,3976278,3977528,+,948294,b3792,wzxE,NP_418239.1,lipid IIIECA flippase,other,low,GO:0005886;GO:0009246;GO:0016020;GO:0034204;GO:0140303,GO:0009246;GO:0034204,GO:0140303,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0005975;GO:0061024;GO:1901135
NP_418241.1,CDS,3978601,3979953,+,948293,b3793,wzyE,NP_418241.1,enterobacterial common antigen polymerase,polymerase,medium,GO:0005886;GO:0009246;GO:0016020;GO:0030247,GO:0009246,GO:0030247,GO:0005886;GO:0016020,GO:0005886;GO:0005975;GO:1901135
NP_418242.1,CDS,3979956,3980696,+,948301,b3794,rffM,NP_418242.1,UDP-N-acetyl-D-mannosaminuronic acid transferase,transferase,low,GO:0009246;GO:0016740;GO:0016757;GO:0016758;GO:0047241,GO:0009246,GO:0016740;GO:0016757;GO:0016758;GO:0047241,,GO:0003824;GO:0005975;GO:0016740;GO:1901135
YP_026258.1,CDS,3980887,3982272,+,945400,b3795,yifK,YP_026258.1,putative transporter YifK,low_info,low,GO:0005886;GO:0006865;GO:0015194;GO:0015195;GO:0015825;GO:0015826;GO:0016020;GO:0055085,GO:0006865;GO:0015825;GO:0015826;GO:0055085,GO:0015194;GO:0015195,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
YP_026259.1,CDS,3982958,3984193,+,949013,b3800,aslB,YP_026259.1,putative anaerobic sulfatase maturation enzyme AslB,low_info,low,GO:0003824;GO:0016491;GO:0046872;GO:0051536;GO:0051539;GO:0051604,GO:0051604,GO:0003824;GO:0016491;GO:0046872;GO:0051536;GO:0051539,,GO:0003824;GO:0016491;GO:0051604
NP_418245.1,CDS,3984352,3986007,-,949015,b3801,aslA,NP_418245.1,putative sulfatase AslA,low_info,low,GO:0004065;GO:0016787;GO:0042597;GO:0046872,,GO:0004065;GO:0016787;GO:0046872,GO:0042597,GO:0003824;GO:0016787
NP_418246.1,CDS,3986686,3987882,-,948311,b3802,hemY,NP_418246.1,protein HemY,other,low,GO:0005886;GO:0006779;GO:0016020;GO:0042168,GO:0006779;GO:0042168,,GO:0005886;GO:0016020,GO:0005886
NP_418247.1,CDS,3987885,3989066,-,948446,b3803,hemX,NP_418247.1,PF04375 family protein HemX,other,low,GO:0005515;GO:0005886,,GO:0005515,GO:0005886,GO:0005886
NP_418248.1,CDS,3989088,3989828,-,948587,b3804,hemD,NP_418248.1,uroporphyrinogen-III synthase,synthase,low,GO:0004852;GO:0006779;GO:0006780;GO:0006782;GO:0016829;GO:0033014,GO:0006779;GO:0006780;GO:0006782;GO:0033014,GO:0004852;GO:0016829,,GO:0003824;GO:0016829
YP_026260.1,CDS,3989825,3990766,-,947759,b3805,hemC,YP_026260.1,hydroxymethylbilane synthase,synthase,low,GO:0004418;GO:0005737;GO:0005829;GO:0006779;GO:0006782;GO:0006783;GO:0016740;GO:0033014,GO:0006779;GO:0006782;GO:0006783;GO:0033014,GO:0004418;GO:0016740,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016740
NP_418250.1,CDS,3991153,3993699,+,947755,b3806,cyaA,NP_418250.1,adenylate cyclase,other,low,GO:0000166;GO:0004016;GO:0005515;GO:0005524;GO:0005737;GO:0006171;GO:0016829,GO:0006171,GO:0000166;GO:0004016;GO:0005515;GO:0005524;GO:0016829,GO:0005737,GO:0003824;GO:0009975;GO:0016829;GO:0055086;GO:1901135
NP_418251.1,CDS,3993739,3994059,-,947754,b3807,cyaY,NP_418251.1,frataxin CyaY,other,low,GO:0005506;GO:0005515;GO:0005737;GO:0005829;GO:0008198;GO:0008199;GO:0016226;GO:0046872,GO:0016226,GO:0005506;GO:0005515;GO:0008198;GO:0008199;GO:0046872,GO:0005737;GO:0005829,GO:0005829
YP_009518828.1,CDS,3993850,3994335,+,948475,b3808,yzcX,YP_009518828.1,protein YzcX,other,low,GO:0009279,,,GO:0009279,GO:0030312
NP_418254.2,CDS,3994762,3995586,+,948364,b3809,dapF,NP_418254.2,diaminopimelate epimerase,other,low,GO:0005515;GO:0005737;GO:0005829;GO:0008047;GO:0008652;GO:0008837;GO:0009085;GO:0009089;GO:0016853;GO:0042803,GO:0008652;GO:0009085;GO:0009089,GO:0005515;GO:0008047;GO:0008837;GO:0016853;GO:0042803,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016853;GO:0098772
NP_418255.1,CDS,3995583,3996290,+,948359,b3810,yigA,NP_418255.1,DUF484 domain-containing protein YigA,other,low,,,,,
NP_418256.1,CDS,3996287,3997183,+,948355,b3811,xerC,NP_418256.1,site-specific tyrosine recombinase,recombinase,high,GO:0003677;GO:0005515;GO:0005737;GO:0006276;GO:0006310;GO:0006313;GO:0007059;GO:0009009;GO:0009037;GO:0015074;GO:0042150;GO:0048476;GO:0051301;GO:0071139,GO:0006276;GO:0006310;GO:0006313;GO:0007059;GO:0015074;GO:0042150;GO:0051301;GO:0071139,GO:0003677;GO:0005515;GO:0009009;GO:0009037,GO:0005737;GO:0048476,GO:0003677;GO:0003824;GO:0006310;GO:0007059;GO:0140097
NP_418257.1,CDS,3997183,3997899,+,948357,b3812,yigB,NP_418257.1,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,phosphatase,medium,GO:0000287;GO:0009231;GO:0016787;GO:0016791;GO:0022611;GO:0043726;GO:0044281;GO:0046872,GO:0009231;GO:0022611;GO:0044281,GO:0000287;GO:0016787;GO:0016791;GO:0043726;GO:0046872,,GO:0003824;GO:0006766;GO:0016787
NP_418258.1,CDS,3997983,4000145,+,948347,b3813,uvrD,NP_418258.1,DNA helicase II,helicase,medium,GO:0000166;GO:0000725;GO:0003677;GO:0003678;GO:0004386;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006260;GO:0006281;GO:0006289;GO:0006298;GO:0006974;GO:0009314;GO:0009432;GO:0015616;GO:0016787;GO:0016853;GO:0016887;GO:0017116;GO:0017117;GO:0031297;GO:0033202;GO:0042802;GO:0042803;GO:0043138;GO:0070581;GO:0070716,GO:0000725;GO:0006260;GO:0006281;GO:0006289;GO:0006298;GO:0006974;GO:0009314;GO:0009432;GO:0031297;GO:0070581;GO:0070716,GO:0000166;GO:0003677;GO:0003678;GO:0004386;GO:0005515;GO:0005524;GO:0015616;GO:0016787;GO:0016853;GO:0016887;GO:0017116;GO:0042802;GO:0042803;GO:0043138,GO:0005737;GO:0005829;GO:0017117;GO:0033202,GO:0003677;GO:0003824;GO:0005829;GO:0006260;GO:0006281;GO:0006310;GO:0016787;GO:0016853;GO:0140097;GO:0140657
NP_418260.1,CDS,4001426,4002376,+,948351,b3816,corA,NP_418260.1,Ni(2(+))/Co(2(+))/Mg(2(+)) transporter,transporter,medium,GO:0005886;GO:0006811;GO:0006824;GO:0015087;GO:0015095;GO:0015099;GO:0015693;GO:0016020;GO:0030001;GO:0035444;GO:0046873;GO:0055085;GO:1903830,GO:0006811;GO:0006824;GO:0015693;GO:0030001;GO:0035444;GO:0055085;GO:1903830,GO:0015087;GO:0015095;GO:0015099;GO:0046873,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418261.1,CDS,4002419,4002799,-,948340,b3817,yigF,NP_418261.1,DUF2628 domain-containing protein YigF,other,low,GO:0005886,,,GO:0005886,GO:0005886
NP_418262.2,CDS,4002813,4003193,-,948344,b3818,yigG,NP_418262.2,inner membrane protein,membrane_protein,low,GO:0005886,,,GO:0005886,GO:0005886
YP_026262.1,CDS,4003288,4004178,-,948330,b3819,rarD,YP_026262.1,putative transporter RarD,low_info,low,GO:0005886;GO:0016020,,,GO:0005886;GO:0016020,GO:0005886
NP_418264.4,CDS,4004230,4004697,-,948338,b3820,yigI,NP_418264.4,putative thioesterase YigI,low_info,low,GO:0005737;GO:0005829;GO:0006629;GO:0016289;GO:0016787;GO:0032787;GO:0047617,GO:0006629;GO:0032787,GO:0016289;GO:0016787;GO:0047617,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006629;GO:0016787
NP_418265.1,CDS,4004862,4005731,+,948307,b3821,pldA,NP_418265.1,outer membrane phospholipase A,lipase,medium,GO:0004620;GO:0004622;GO:0004623;GO:0005509;GO:0006629;GO:0008970;GO:0009279;GO:0016020;GO:0016042;GO:0016787;GO:0042803;GO:0046471;GO:0046872,GO:0006629;GO:0016042;GO:0046471,GO:0004620;GO:0004622;GO:0004623;GO:0005509;GO:0008970;GO:0016787;GO:0042803;GO:0046872,GO:0009279;GO:0016020,GO:0003824;GO:0006629;GO:0016787;GO:0030312
YP_026263.3,CDS,4005864,4007693,+,948318,b3822,recQ,YP_026263.3,ATP-dependent DNA helicase RecQ,helicase,medium,GO:0000166;GO:0003676;GO:0003677;GO:0003678;GO:0004386;GO:0005524;GO:0005694;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0006974;GO:0008094;GO:0008270;GO:0009378;GO:0009432;GO:0016787;GO:0016853;GO:0016887;GO:0017116;GO:0017117;GO:0030894;GO:0043138;GO:0043590;GO:0046872;GO:0046914;GO:0140640,GO:0006260;GO:0006281;GO:0006310;GO:0006974;GO:0009432,GO:0000166;GO:0003676;GO:0003677;GO:0003678;GO:0004386;GO:0005524;GO:0008094;GO:0008270;GO:0009378;GO:0016787;GO:0016853;GO:0016887;GO:0017116;GO:0043138;GO:0046872;GO:0046914;GO:0140640,GO:0005694;GO:0005737;GO:0017117;GO:0030894;GO:0043590,GO:0003677;GO:0003824;GO:0005694;GO:0006260;GO:0006281;GO:0006310;GO:0016787;GO:0016853;GO:0043226;GO:0140097;GO:0140657
YP_026264.1,CDS,4007757,4008377,+,948317,b3823,rhtC,YP_026264.1,L-threonine exporter,other,low,GO:0003333;GO:0005886;GO:0006865;GO:0015171;GO:0015565;GO:0015826;GO:0016020,GO:0003333;GO:0006865;GO:0015826,GO:0015171;GO:0015565,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
YP_026265.1,CDS,4008439,4009059,-,948316,b3824,rhtB,YP_026265.1,L-homoserine/L-homoserine lactone/L-threonine exporter,other,low,GO:0005886;GO:0006865;GO:0015565;GO:0015826;GO:0016020;GO:0042968;GO:0042970,GO:0006865;GO:0015826;GO:0042968,GO:0015565;GO:0042970,GO:0005886;GO:0016020,GO:0005215;GO:0005886
YP_026266.1,CDS,4009170,4010192,+,948314,b3825,pldB,YP_026266.1,lysophospholipase L2,lipase,medium,GO:0004622;GO:0005515;GO:0005886;GO:0006629;GO:0006650;GO:0016020;GO:0016747;GO:0016787,GO:0006629;GO:0006650,GO:0004622;GO:0005515;GO:0016747;GO:0016787,GO:0005886;GO:0016020,GO:0003824;GO:0005886;GO:0006629;GO:0016740;GO:0016787
YP_026267.1,CDS,4010200,4011000,+,2847768,b3826,yigL,YP_026267.1,phosphosugar phosphatase YigL,phosphatase,medium,GO:0000287;GO:0005829;GO:0006950;GO:0016787;GO:0016791;GO:0033883;GO:0046872;GO:0050308,GO:0006950,GO:0000287;GO:0016787;GO:0016791;GO:0033883;GO:0046872;GO:0050308,GO:0005829,GO:0003824;GO:0005829;GO:0016787
NP_418271.1,CDS,4011076,4011975,+,948309,b3827,bioP,NP_418271.1,biotin transporter,transporter,medium,GO:0005886;GO:0016020,,,GO:0005886;GO:0016020,GO:0005886
